model,accuracy_mean,accuracy_std,f1_mean,f1_std,baseline_f1,f1_improvement,param_voting,param_weights
Voting Classifier (Tuned v0),0.7951411292593757,0.008999319156332007,0.6500253703750205,0.01198610201965444,,,hard,"[1, 1]"
