model,accuracy_mean,accuracy_std,f1_mean,f1_std,baseline_f1,f1_improvement,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators
Random Forest (Tuned v0),0.7818313571857509,0.00813595718361323,0.6469835819174468,0.009192233537863682,0.5664,0.08058358191744674,balanced,10,,2,8,100
