mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy
0.05452885627746582,0.0013969882737280797,0.007288217544555664,0.00018812624924033217,,gini,,,4,10,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",0.5161290322580645,0.5214785214785215,0.562874251497006,0.5467336683417086,0.5466666666666666,0.5387764280483933,0.01742642098242308,1230,0.7766402978129362,0.7771056305258259,0.7961842717543043,0.790134946486738,0.7783985102420856,0.783692731364378,0.00798368600011806,579
0.5425060272216797,0.020351700765838237,0.007341146469116211,0.0001945717649317316,,gini,,,4,20,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 20, 'splitter': 'best'}",0.5850860420650096,0.5235707121364093,0.563953488372093,0.5817825661116552,0.5630498533724341,0.5634885324115203,0.021885909124890867,679,0.7980456026058632,0.7789669613773849,0.7906002791996277,0.8013029315960912,0.7918994413407822,0.7921630432239498,0.007678415953654884,396
0.04899983406066895,0.001863633307372976,0.0071834087371826175,9.939517010614229e-05,,gini,,,4,20,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 20, 'splitter': 'random'}",0.5314685314685315,0.5517948717948717,0.5719844357976653,0.5436507936507936,0.5201612903225806,0.5438119846068885,0.017715279574343195,1113,0.7817589576547231,0.796649604467194,0.7952536063285249,0.7859469520707306,0.7783985102420856,0.7876015261526517,0.007238657003889156,504
0.5549140930175781,0.018997738201872776,0.007570791244506836,0.0004768388128251932,,gini,,,4,30,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 30, 'splitter': 'best'}",0.5810945273631841,0.5191146881287726,0.5789971617786187,0.5837414299706171,0.5686653771760155,0.5663226368834416,0.02415096494958207,618,0.8040949278734295,0.7775709632387157,0.7929269427640763,0.8022335970218707,0.792364990689013,0.793838284317421,0.009416017046082241,349
0.046374177932739256,0.0008471796666175592,0.007544755935668945,0.000717595517251592,,gini,,,4,30,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 30, 'splitter': 'random'}",0.5578093306288032,0.5276329509906152,0.5524193548387096,0.5777331995987964,0.5505154639175258,0.55322205999489,0.016028796050092907,909,0.7971149371800837,0.7892042810609586,0.793392275476966,0.8040949278734295,0.7970204841713222,0.7961653811525521,0.004912384321159319,301
0.5441027164459229,0.026551592019946012,0.007278966903686524,0.00020162293388136508,,gini,,,4,40,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 40, 'splitter': 'best'}",0.5791044776119403,0.5272727272727272,0.5830903790087464,0.5807106598984771,0.5711382113821138,0.568263291034801,0.020884455177724432,577,0.80316426244765,0.7822242903676129,0.8003722661703118,0.8078175895765473,0.8035381750465549,0.7994233167217354,0.00892297667042071,233
0.049926233291625974,0.002278916813574263,0.008231258392333985,0.0010607047528278144,,gini,,,4,40,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 40, 'splitter': 'random'}",0.5603357817418678,0.5469728601252609,0.6056475170399221,0.5565749235474006,0.5536945812807882,0.5646451327470479,0.02096243352927529,656,0.805025593299209,0.7980456026058632,0.811540251279665,0.7975802698929735,0.7891061452513967,0.8002595724658216,0.007568988473112209,219
0.5334344387054444,0.019757630986904636,0.008356237411499023,0.0012210502037960185,,gini,,,4,50,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 50, 'splitter': 'best'}",0.5853658536585366,0.5568627450980392,0.6001936108422071,0.5990243902439024,0.5667351129363449,0.5816363425558061,0.01729973084700306,331,0.8022335970218707,0.7896696137738483,0.8078175895765473,0.8087482550023266,0.8035381750465549,0.8024014460842295,0.006826953548888478,182
0.043531608581542966,0.0013072926465162841,0.007326078414916992,0.00012163305573368791,,gini,,,4,50,random,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 50, 'splitter': 'random'}",0.5693430656934306,0.5837615621788284,0.601025641025641,0.5570400822199383,0.5425101214574899,0.5707360945150656,0.020363429341882552,524,0.8078175895765473,0.811540251279665,0.8189855746859004,0.7994416007445323,0.7895716945996276,0.8054713421772544,0.010140291807319686,132
0.53372163772583,0.01584169832531047,0.007402753829956055,0.000250638356530626,,gini,,,6,10,best,"{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 6, 'min_samples_split': 10, 'splitter': 'best'}",0.5792031098153547,0.5190525231719877,0.55396370582617,0.5623721881390593,0.5597609561752988,0.5548704966255741,0.01977886511754494,875,0.798510935318753,0.7826896230805026,0.7826896230805026,0.8008375988832015,0.7942271880819367,0.7917909936889794,0.00772791845290382,402
