model             , f1_mean           , f1_std             , baseline_f1, f1_improvement     , param_criterion, param_max_depth, param_max_features, param_min_samples_leaf, param_min_samples_split, param_splitter
DecisionTree_Tuned, 0.6038521515026837, 0.01401929041238416,      0.5344, 0.06945215150268369, gini           ,              10,                   ,                      4,                      20, best
