mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
65.36960520744324,2.3354017965140974,0.11057729721069336,0.02639925635126426,10,,2,2,50,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 50}",0.6462745098039215,0.6541916167664671,0.6337209302325582,0.6525998492840994,0.6229508196721312,0.6419475451518355,0.01192194839874926,1
63.08905005455017,4.780648511735401,0.1331955909729004,0.04566524209754292,10,,2,3,50,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 50}",0.6462745098039215,0.6541916167664671,0.6337209302325582,0.6525998492840994,0.6229508196721312,0.6419475451518355,0.01192194839874926,1
57.66000399589539,2.3283581817738104,0.11009712219238281,0.011582016454855642,10,,2,4,50,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 50}",0.6462745098039215,0.6541916167664671,0.6337209302325582,0.6525998492840994,0.6229508196721312,0.6419475451518355,0.01192194839874926,1
39.3511962890625,0.4086480093703222,0.06178097724914551,0.008652257017018085,10,,1,2,50,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",0.651017214397496,0.6522388059701493,0.6320409656181419,0.6515837104072398,0.6220238095238095,0.6417809011833674,0.012457779406117577,4
118.64466104507446,1.0087400033898668,0.2265246868133545,0.03992632716349145,10,,1,2,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.6541176470588236,0.6537023186237846,0.635036496350365,0.6419379258137774,0.6191176470588236,0.6407824069811149,0.013026628727527655,5
125.98912959098816,0.8882524809164529,0.1606842041015625,0.01780914970377345,10,,1,4,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 100}",0.6530612244897959,0.6567164179104478,0.6344322344322344,0.6394557823129252,0.6196769456681351,0.6406685209627077,0.013357562166998413,6
122.62781147956848,0.5292295035918846,0.16914920806884765,0.03978283008404963,10,,3,2,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 2, 'n_estimators': 100}",0.652615144418423,0.6532438478747203,0.6317321688500728,0.6439393939393939,0.6217008797653959,0.6406462869696011,0.01225713342413275,7
126.44113683700562,0.7678482291093622,0.19250082969665527,0.014852404064255736,10,,3,3,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 3, 'n_estimators': 100}",0.652615144418423,0.6532438478747203,0.6317321688500728,0.6439393939393939,0.6217008797653959,0.6406462869696011,0.01225713342413275,7
102.78230452537537,2.38319417705688,0.08582873344421386,0.005675758116782713,10,,3,4,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 4, 'n_estimators': 100}",0.652615144418423,0.6532438478747203,0.6317321688500728,0.6439393939393939,0.6217008797653959,0.6406462869696011,0.01225713342413275,7
65.12648148536682,5.9961826445735396,0.11793065071105957,0.024477071287034493,10,,1,4,50,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 4, 'n_estimators': 50}",0.6467348544453186,0.6546816479400749,0.63003663003663,0.6501128668171557,0.6215613382899629,0.6406254675058285,0.01265287370187026,10
143.9334025859833,0.7277079754948342,0.18833718299865723,0.028057098466713032,10,,2,4,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 4, 'n_estimators': 100}",0.65,0.6581517655897822,0.6331145149525893,0.6404239212717638,0.6186627479794269,0.6400705899587125,0.01365525259149216,11
115.80665984153748,0.7217320001230944,0.16794872283935547,0.02265036003184515,10,,2,3,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 100}",0.65,0.6581517655897822,0.6331145149525893,0.6404239212717638,0.6186627479794269,0.6400705899587125,0.01365525259149216,11
123.0595887184143,0.21758479544739995,0.17220001220703124,0.02161284814486928,10,,2,2,100,"{'max_depth': 10, 'max_features': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.65,0.6581517655897822,0.6331145149525893,0.6404239212717638,0.6186627479794269,0.6400705899587125,0.01365525259149216,11
