mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.011009025573730468,0.001435915549543366,1.3429810047149657,0.008888305235623357,auto,9,1,distance,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.20790629575402636,0.17893217893217894,0.2390998593530239,0.20857142857142857,0.21378340365682139,0.20965863325349585,0.019142451363482228,10
0.009835004806518555,0.0003395613617787283,0.3588052272796631,0.0037503824981269225,auto,9,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.15338345864661654,0.1471861471861472,0.1536144578313253,0.13813813813813813,0.1274658573596358,0.1439576118323726,0.009983676106631012,21
0.010226106643676758,0.0007793256421223935,0.22326431274414063,0.01003533656047059,auto,9,2,distance,"{'algorithm': 'auto', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",0.15338345864661654,0.1471861471861472,0.1536144578313253,0.13813813813813813,0.1274658573596358,0.1439576118323726,0.009983676106631012,21
0.01184840202331543,0.0008569991613391075,1.53626708984375,0.02408127468391371,auto,11,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",0.18816388467374812,0.16741405082212257,0.20444444444444446,0.17991004497751126,0.2072992700729927,0.18944633899816382,0.014977834489371398,13
0.011917352676391602,0.0019154316991212895,1.3775057315826416,0.0062928483466927945,auto,11,1,distance,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",0.18816388467374812,0.16741405082212257,0.20444444444444446,0.17991004497751126,0.20699708454810495,0.18938590189318627,0.01490611208956188,14
0.009524726867675781,0.0004234411854944139,0.35918335914611815,0.003726981619540202,auto,11,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",0.13166144200626959,0.09375,0.13975155279503104,0.12519561815336464,0.11987381703470032,0.12204648599787313,0.015628470257317815,23
0.009955263137817383,0.0005190717675150142,0.22427515983581542,0.005926370117935471,auto,11,2,distance,"{'algorithm': 'auto', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",0.13166144200626959,0.09375,0.13975155279503104,0.12519561815336464,0.11949685534591195,0.12197109366011545,0.015639674670109096,24
0.012472438812255859,0.000569446780403552,1.6295610904693603,0.01412147370737934,auto,13,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 1, 'weights': 'uniform'}",0.1882716049382716,0.16282642089093702,0.19548872180451127,0.17204301075268819,0.19119878603945373,0.18196570888517236,0.012431075579697023,15
0.011265182495117187,0.0010835658599526946,1.4725106716156007,0.00647596277610008,auto,13,1,distance,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 1, 'weights': 'distance'}",0.1882716049382716,0.16282642089093702,0.19548872180451127,0.16923076923076924,0.19119878603945373,0.18140326058078857,0.012921263170743496,16
0.011161470413208007,0.0011412238514453442,0.39688568115234374,0.018338400116947418,auto,13,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 2, 'weights': 'uniform'}",0.1189710610932476,0.07855973813420622,0.12341772151898735,0.09385113268608414,0.11802232854864433,0.10656439639623391,0.017407653858825235,25
0.011556005477905274,0.001460668770600814,0.2228239059448242,0.006035780645570383,auto,13,2,distance,"{'algorithm': 'auto', 'n_neighbors': 13, 'p': 2, 'weights': 'distance'}",0.1189710610932476,0.07855973813420622,0.12341772151898735,0.09385113268608414,0.11802232854864433,0.10656439639623391,0.017407653858825235,25
0.012613964080810548,0.0015184371154819,1.5420177936553956,0.007164412308704769,auto,15,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 1, 'weights': 'uniform'}",0.1594896331738437,0.15070643642072212,0.17160686427457097,0.14376996805111822,0.16692426584234932,0.15849943355252086,0.010212257270441057,20
0.011610317230224609,0.001119854552250182,1.3962124347686768,0.00603826252600939,auto,15,1,distance,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}",0.1594896331738437,0.15070643642072212,0.17729393468118196,0.1408,0.16692426584234932,0.15904285402361942,0.01263103946958703,19
0.010085725784301757,0.00023495405704014572,0.36374311447143554,0.0022919761729051713,auto,15,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 2, 'weights': 'uniform'}",0.08389261744966443,0.06919275123558484,0.10130718954248366,0.07260726072607261,0.07960199004975124,0.08132036180071137,0.011243128142412918,27
0.010182857513427734,0.0006154400894258701,0.18561906814575196,0.038376504506854314,auto,15,2,distance,"{'algorithm': 'auto', 'n_neighbors': 15, 'p': 2, 'weights': 'distance'}",0.08067226890756303,0.06919275123558484,0.10114192495921696,0.07260726072607261,0.07947019867549669,0.08061688090078682,0.011110896773061357,28
